Unnamed: 0,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,original_text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,hour,date,mentioned_accounts,nb_words,nb_chars,nb_mentions,nb_hashtags,nb_urls,emojis,emojis_names,nb_emojis,part,vaccine name,product name,company name,side effects,risks,benefits,vaccine benefits,organization,vaccine type,regulatory status,clinical trial phase,vaccination campaign,adverse reaction,immunization rate,public health policy,vaccine efficacy,vaccine safety,population segment,marketing strategy,public opinion,government funding,regulatory decision,economic impact,sickness name
44,1311533648244609025,https://twitter.com/jlouisgauthier/status/1311533648244609025,Thu Oct 01 05:09:23 +0000 2020,2020-10-01 05:09:23,jlouisgauthier,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",460181979,Tue Jan 10 13:40:30 +0000 2012,TRUE,,5355,210,461,15,,Jean-Louis GAUTHIER,53651,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
45,1311533964562227200,https://twitter.com/Kyrie_Eleison7/status/1311533964562227200,Thu Oct 01 05:10:38 +0000 2020,2020-10-01 05:10:38,Kyrie_Eleison7,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",800114629217161216,Sat Nov 19 23:12:47 +0000 2016,FALSE,“Je ne réagis pas a ses insultes. Elles  glissent sur moi comme la pluie sur un impermeable” ✝️Végétarienne Corse je suis anti fanatisme de tout genre !,134792,2331,1765,20,Corse,🙏OGoulaG Lélite2merde,110925,,,FALSE,5,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
46,1311535155388002305,https://twitter.com/lecorbonoir/status/1311535155388002305,Thu Oct 01 05:15:22 +0000 2020,2020-10-01 05:15:22,lecorbonoir,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2280871022,Tue Jan 07 16:47:04 +0000 2014,FALSE,"Humain de 40 ans.L'indifférence est un ""va te faire foutre en tenue de soirée""",6622,1328,696,155,,jean-michel Bhor,219317,,,FALSE,5,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
47,1311535326553427970,https://twitter.com/ObserverSophie/status/1311535326553427970,Thu Oct 01 05:16:03 +0000 2020,2020-10-01 05:16:03,ObserverSophie,Ha SANOFI ! Le Docteur Stanley PLOTKIN devait être ravie !,Ha SANOFI 😂🤣! Le Docteur Stanley PLOTKIN devait être ravie 😂😁! https://t.co/p8sySyqpqv,retweet,,,,,109.0,,,,fr,,,81.0,1311228267568017408,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",793838986045173760,Wed Nov 02 15:35:38 +0000 2016,FALSE,"🦁✡️🐕🦓Patriote, 🚫No🇪🇺, No leftists 🚫No🕋 🚫NO anti-Semitic, 🚫NO PORN.✡️🇮🇱 The sage is superior to the prophet🇮🇱✡️ ⚠️I'm blocking all trolls⚠️",63606,2368,4942,121,Europe,Shin-Bet International,57786,,,FALSE,5,2020-10-01,,13.0,90.0,0,0.0,1.0,"😂, 🤣, 😂, 😁","face with tears of joy, rolling on the floor laughing, face with tears of joy, beaming face with smiling eyes",4.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
48,1311535706305712129,https://twitter.com/Didier8911/status/1311535706305712129,Thu Oct 01 05:17:34 +0000 2020,2020-10-01 05:17:34,Didier8911,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1290288108735475712,Mon Aug 03 14:07:23 +0000 2020,FALSE,,3558,49,64,1,"Champs-sur-Yonne, France",Didier89,1696,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
49,1311537034331385856,https://twitter.com/Annabelle7212/status/1311537034331385856,Thu Oct 01 05:22:50 +0000 2020,2020-10-01 05:22:50,Annabelle7212,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",939898082635997193,Sun Dec 10 16:42:20 +0000 2017,FALSE,,18942,84,94,0,France,Annabelle,12311,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
50,1311537358538444807,https://twitter.com/gabriel77742497/status/1311537358538444807,Thu Oct 01 05:24:08 +0000 2020,2020-10-01 05:24:08,gabriel77742497,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1282466505901432833,Mon Jul 13 00:08:27 +0000 2020,FALSE,"Think 🤔 with your Soul, Your brain 🧠 has been washed. Love Trump.",13719,98,112,0,,gabriela,3738,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
51,1311539829704925184,https://twitter.com/DrIsaac20/status/1311539829704925184,Thu Oct 01 05:33:57 +0000 2020,2020-10-01 05:33:57,DrIsaac20,"#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase II se poursuit.","#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase III se poursuit. https://t.co/5REL0DCb5W",retweet,,covid19,,,11.0,,,,fr,,,8.0,1311538836619620357,leQdM,221059325,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1173033813087326208,Sun Sep 15 00:40:41 +0000 2019,FALSE,"Md, pelirrojo y tengo alma (aún no comprobado), alta resiliencia, intento dejar de fumar. Tuiteo PRN.",7975,550,1866,2,The Endless River,Fulgencio tu amigo,4089,,,FALSE,5,2020-10-01,,29.0,168.0,0,1.0,1.0,,,0.0,1.0,Moderna,,,,,,,,,,phase II,,,,,,,personnes âgées,,,,,,
52,1311540908043755521,https://twitter.com/FR24NewsFrance/status/1311540908043755521,Thu Oct 01 05:38:14 +0000 2020,2020-10-01 05:38:14,FR24NewsFrance,Le vaccin contre le coronavirus de Moderna ne sera pas prêt avant les élections américaines: rapport,Le vaccin contre le coronavirus de Moderna ne sera pas prêt avant les élections américaines: rapport https://t.co/2Qsy9WPs7z,original,,,,https://www.fr24news.com/fr/a/2020/10/le-vaccin-contre-le-coronavirus-de-moderna-ne-sera-pas-pret-avant-les-elections-americaines-rapport.html,0.0,,,,fr,,FALSE,0.0,,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",1245483551749005312,Wed Apr 01 22:50:04 +0000 2020,FALSE,FR24 News France,0,107,1,2,,FR24 NEWS,339144,,,FALSE,5,2020-10-01,,20.0,124.0,0,0.0,1.0,,,0.0,1.0,,,Moderna,,,,,,,,,,,,,,,,,,,,,
53,1311542338058149889,https://twitter.com/MicheleGardette/status/1311542338058149889,Thu Oct 01 05:43:55 +0000 2020,2020-10-01 05:43:55,MicheleGardette,"#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase II se poursuit.","#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase III se poursuit. https://t.co/5REL0DCb5W",retweet,,covid19,,,11.0,,,,fr,,,8.0,1311538836619620357,leQdM,221059325,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2972349701,Sun Jan 11 01:09:58 +0000 2015,FALSE,infirmiere,2069,51,453,2,"Limoges, France",MG,3229,,,FALSE,5,2020-10-01,,29.0,168.0,0,1.0,1.0,,,0.0,1.0,Moderna,,,,,,,,,,phase II,,,,,,,personnes âgées,,,,,,
54,1311542622159282176,https://twitter.com/masantefacile/status/1311542622159282176,Thu Oct 01 05:45:03 +0000 2020,2020-10-01 05:45:03,masantefacile,"Covid-19: pas de résultats avant l'élection pour les essais #cliniques du #vaccin de Moderna,","Covid-19: pas de résultats avant l'élection pour les essais #cliniques du #vaccin de Moderna, https://t.co/tTubxBIIKZ",original,,cliniques vaccin,,http://www.masantefacile.com/le-mag-covid-19-resultats-election-essais-cliniques-vaccin-moderna.php,0.0,,,,fr,,FALSE,0.0,,,,"<a href=""http://www.masantefacile.com"" rel=""nofollow"">Masantefacile</a>",210569435,Sun Oct 31 19:11:10 +0000 2010,FALSE,"Filiale du Groupe SwissLife, spécialiste de la Protection Sociale.  Une gamme d'assurances adaptés à vos besoins en santé, prévoyance et retraite.",13,366,59,46,France,Ma santé facile,17741,,http://www.masantefacile.com,FALSE,5,2020-10-01,,20.0,117.0,0,2.0,1.0,,,0.0,1.0,Moderna,,,,,,,,,,,,,,,,,,,,,,,
55,1311543078394761216,https://twitter.com/Izons2/status/1311543078394761216,Thu Oct 01 05:46:51 +0000 2020,2020-10-01 05:46:51,Izons2,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1103022161915269122,Tue Mar 05 19:59:11 +0000 2019,FALSE,,19277,75,176,0,,Izons,22855,,,FALSE,5,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
56,1311544237134163968,https://twitter.com/FR24NewsFrance/status/1311544237134163968,Thu Oct 01 05:51:28 +0000 2020,2020-10-01 05:51:28,FR24NewsFrance,Le PDG de Moderna dit au FT que le vaccin contre le coronavirus ne sera pas prêt le jour des élections,Le PDG de Moderna dit au FT que le vaccin contre le coronavirus ne sera pas prêt le jour des élections https://t.co/6iByQG5MUL,original,,,,https://www.fr24news.com/fr/a/2020/10/le-pdg-de-moderna-dit-au-ft-que-le-vaccin-contre-le-coronavirus-ne-sera-pas-pret-le-jour-des-elections.html,0.0,,,,fr,,FALSE,0.0,,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",1245483551749005312,Wed Apr 01 22:50:04 +0000 2020,FALSE,FR24 News France,0,107,1,2,,FR24 NEWS,339150,,,FALSE,5,2020-10-01,,25.0,126.0,0,0.0,1.0,,,0.0,1.0,,,"Moderna, FT",,,,,,vaccin contre le coronavirus,,,,,,,,,,,,,,,
57,1311544944298004480,https://twitter.com/Micronus4/status/1311544944298004480,Thu Oct 01 05:54:16 +0000 2020,2020-10-01 05:54:16,Micronus4,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1160490440027779073,Sun Aug 11 09:57:36 +0000 2019,FALSE,"𝓑𝓲𝓮𝓷 𝓲𝓷𝓯𝓸𝓻𝓶é𝓼, 𝓵𝓮𝓼 𝓱𝓸𝓶𝓶𝓮𝓼 𝓼𝓸𝓷𝓽 𝓭𝓮𝓼 𝓬𝓲𝓽𝓸𝔂𝓮𝓷𝓼 ; 𝓶𝓪𝓵 𝓲𝓷𝓯𝓸𝓻𝓶é𝓼, 𝓲𝓵𝓼 𝓭𝓮𝓿𝓲𝓮𝓷𝓷𝓮𝓷𝓽 𝓭𝓮𝓼 𝓼𝓾𝓳𝓮𝓽𝓼 A.SAUVY",26777,496,370,1,,Procureur 〓Micronus〓,34161,,https://mamot.fr/web/accounts/380530,FALSE,5,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
58,1311545037155639296,https://twitter.com/Cool_Ramy/status/1311545037155639296,Thu Oct 01 05:54:38 +0000 2020,2020-10-01 05:54:38,Cool_Ramy,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",111361937,Thu Feb 04 17:14:14 +0000 2010,FALSE,"j'avance dans la vie, pleine d'embûches, c'est pas tous les jours facile mais avec l'envie je marche toujours plus loin  !!!",52813,1931,2846,3,"Marseille, France",ramy ninio,56281,,http://leblogaramy.blogspot.com/,FALSE,5,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
59,1311545193666088961,https://twitter.com/Nocomente1/status/1311545193666088961,Thu Oct 01 05:55:16 +0000 2020,2020-10-01 05:55:16,Nocomente1,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1192758289576136704,Fri Nov 08 10:58:57 +0000 2019,FALSE,étrange pas belle mais rebelle,41608,322,106,1,"Bas-Rhin, Alsace",🎶Nocomente🎶🚬🌠,41161,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
60,1311545259357282304,https://twitter.com/barbarafleuret/status/1311545259357282304,Thu Oct 01 05:55:31 +0000 2020,2020-10-01 05:55:31,barbarafleuret,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,786.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",115900580,Sat Feb 20 10:56:35 +0000 2010,FALSE,🚫je bloque tous les trolls : insulte sans argument une spécialité des esprits lobotomisés !,10426,280,281,1,france,barbara🕊libre-penseuse,4436,,,FALSE,5,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
61,1311546753724940288,https://twitter.com/realpunkspirit/status/1311546753724940288,Thu Oct 01 06:01:28 +0000 2020,2020-10-01 06:01:28,realpunkspirit,"à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI.","à tous les ""vaccinolâtres"" qui prétendent que 2 lignées de cellules humaines seulement depuis des décennies servent aux vaccins, il va falloir revoir votre copie. Dr Plotkin en commission : il a utilisé plus de 700 foetus coupés en morceaux pour les seules cultures de SANOFI. https://t.co/9BUP7J1rPS",retweet,,,,,74.0,,,,fr,,,75.0,1311244028390912000,ADv_in21,1243861395759935488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2504805810,Sun May 18 15:49:01 +0000 2014,FALSE,,82425,714,2386,74,,punkspirit,109334,,,FALSE,6,2020-10-01,,49.0,300.0,0,0.0,1.0,,,0.0,1.0,,,SANOFI,,,,,,,,,,,,,,,,,,,,,
62,1311548797575725056,https://twitter.com/R_JDG/status/1311548797575725056,Thu Oct 01 06:09:35 +0000 2020,2020-10-01 06:09:35,R_JDG,Êtes vous prêt à entendre la composition des vaccins ? Le témoignage hallucinant et sans remords du créateur de tous les vaccins du Monde et ancien consultant pour SANOFI PASTEUR le Docteur Stanley PLOTKIN sur la composition des vaccins ! Prêt pour le vaccin COVID19 ?,💥Êtes vous prêt à entendre la composition des vaccins💉😂? Le témoignage hallucinant et sans remords du créateur de tous les vaccins💉💉du Monde🌍et ancien consultant pour SANOFI PASTEUR le Docteur🥼Stanley PLOTKIN sur la composition des vaccins😁! Prêt pour le vaccin COVID19😂? https://t.co/FCLeCMWHus,retweet,,,,,787.0,,,,fr,,,955.0,1311218589777657857,GaumontRene,1205119072557502464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",300095173,Tue May 17 05:52:08 +0000 2011,FALSE,"Quand rien n'est prévu,tout est possible!Gâche pas ta nuit,Au dessus des rues,Le long de la jetée.Passionné de Politique,Cinéma, Schopenhauer,Mondrian,StExupéry",1282,1302,2316,32,FRANCE,RED’J,136677,,,FALSE,6,2020-10-01,,47.0,304.0,0,0.0,1.0,"💥, 💉, 😂, 💉, 💉, 🌍, 🥼, 😁, 😂","collision, syringe, face with tears of joy, syringe, syringe, globe showing Europe-Africa, lab coat, beaming face with smiling eyes, face with tears of joy",9.0,1.0,,,,,,,,SANOFI PASTEUR,,,,,,,,,,,,,,,,
63,1311552968748130304,https://twitter.com/FR24NewsFrance/status/1311552968748130304,Thu Oct 01 06:26:09 +0000 2020,2020-10-01 06:26:09,FR24NewsFrance,Exclusif: la FDA élargit l’enquête américaine sur la sécurité du vaccin contre le coronavirus AstraZeneca sources,Exclusif: la FDA élargit l’enquête américaine sur la sécurité du vaccin contre le coronavirus AstraZeneca – sources https://t.co/G1Z2uvf5EZ,original,,,,https://www.fr24news.com/fr/a/2020/10/exclusif-la-fda-elargit-lenquete-americaine-sur-la-securite-du-vaccin-contre-le-coronavirus-astrazeneca-sources-2.html,0.0,,,,fr,,FALSE,0.0,,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",1245483551749005312,Wed Apr 01 22:50:04 +0000 2020,FALSE,FR24 News France,0,108,1,2,,FR24 NEWS,339461,,,FALSE,6,2020-10-01,,21.0,139.0,0,0.0,1.0,,,0.0,1.0,,,AstraZeneca,,,,,FDA,,,,,,,,,sécurité,,,,,,,
64,1311555453038604289,https://twitter.com/Agopiantz/status/1311555453038604289,Thu Oct 01 06:36:02 +0000 2020,2020-10-01 06:36:02,Agopiantz,"#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase II se poursuit.","#COVID19 : une étude montre que le vaccin de Moderna est immunogène et bien toléré chez les personnes âgées, alors que la phase III se poursuit. https://t.co/5REL0DCb5W",retweet,,covid19,,,11.0,,,,fr,,,8.0,1311538836619620357,leQdM,221059325,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",859494019,Wed Oct 03 10:35:45 +0000 2012,FALSE,"Gynécologue Universitaire #ChefdeService #PMA. Marié. Environnementaliste, Universaliste, Libertarien. #SaveEarth🦏 #GoVegan🦃 #PMApourToutes🏳️‍🌈 #🖌✒.",58648,2289,737,158,Nancy❤🏨/Cannes🇦🇲🏠/Kobol🌍,Mikaël Agopiantz,90468,,https://www.linkedin.com/in/mika%C3%ABl-agopiantz-9ab41614a/,FALSE,6,2020-10-01,,29.0,168.0,0,1.0,1.0,,,0.0,1.0,Moderna,,,,,,,,,,phase II,,,,,,,personnes âgées,,,,,,
65,1311555467609423874,https://twitter.com/ZR00110000/status/1311555467609423874,Thu Oct 01 06:36:05 +0000 2020,2020-10-01 06:36:05,ZR00110000,"@MathiewMitchell @MedicCondition Trump participe quand même à la mascarade du covid non?50% des PME qui sont près de la faillite, les trillions imprimé par la FED, la dette qui est hors contrôle, l'opération Warp speed, les milliards au big pharma GAVI & ModeRNA Pourquoi continuer avec le State of emergency?","@MathiewMitchell @MedicCondition Trump participe quand même à la mascarade du covid non?50% des PME qui sont près de la faillite, les trillions imprimé par la FED, la dette qui est hors contrôle, l'opération Warp speed, les milliards au big pharma GAVI &amp; ModeRNA 💉  Pourquoi continuer avec le State of emergency?",reply,,,,,2.0,MathiewMitchell,1311531598878310400,3065802226.0,fr,,,0.0,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1001868026205978624,Wed May 30 16:48:46 +0000 2018,FALSE,The world is a stage. Open minded but skeptical. fr/en,13376,426,233,0,"North Babylon, Canada",Le coureur des bois 🍁,6684,,,FALSE,6,2020-10-01,MathiewMitchell MedicCondition,52.0,317.0,2,0.0,0.0,💉,syringe,1.0,1.0,GAVI & ModeRNA,,,,,,,PME,,,,opération Warp speed,,,State of emergency,,,,,,FED,,,
